sequence_id,frame_id,actor_id,motion_type,joint_name,x,y,z,servo_1_pos,servo_2_pos,servo_3_pos,torque_1,torque_2,torque_3,motion_quality_score
50,29,actor_05,walking,LeftHand,-0.638,1.433,-0.323,27.99,17.52,88.95,0.241,0.268,0.132,0.901
50,29,actor_05,walking,RightHand,-0.694,1.662,0.703,77.35,36.38,69.69,0.428,0.445,0.294,0.901
50,29,actor_05,walking,LeftFoot,-0.451,1.254,-0.256,65.0,10.01,68.63,0.178,0.243,0.379,0.901
50,29,actor_05,walking,RightFoot,0.12,1.185,-0.673,89.07,46.77,36.79,0.489,0.473,0.297,0.901
50,30,actor_05,walking,Head,0.235,1.689,0.514,64.39,22.46,9.03,0.303,0.423,0.411,0.901
50,30,actor_05,walking,Spine,-0.18,1.663,0.312,78.83,83.41,18.25,0.235,0.413,0.132,0.901
50,30,actor_05,walking,LeftHand,-0.093,0.699,1.178,52.95,39.96,33.65,0.335,0.133,0.343,0.901
50,30,actor_05,walking,RightHand,0.285,1.084,0.356,87.0,71.95,20.2,0.43,0.386,0.364,0.901
50,30,actor_05,walking,LeftFoot,-0.368,1.265,-0.315,48.36,77.22,50.13,0.206,0.245,0.406,0.901
50,30,actor_05,walking,RightFoot,0.733,1.307,-0.005,43.13,5.44,37.26,0.309,0.28,0.184,0.901
50,31,actor_05,walking,Head,1.057,1.542,0.138,76.28,3.04,26.33,0.413,0.174,0.196,0.901
50,31,actor_05,walking,Spine,0.468,1.287,0.191,24.49,69.38,5.43,0.196,0.295,0.367,0.901
50,31,actor_05,walking,LeftHand,-0.597,1.754,-0.889,41.41,84.16,15.39,0.185,0.139,0.358,0.901
50,31,actor_05,walking,RightHand,0.014,1.589,0.237,11.4,7.59,34.44,0.184,0.178,0.356,0.901
50,31,actor_05,walking,LeftFoot,-0.599,1.248,0.357,0.27,86.67,10.96,0.27,0.122,0.123,0.901
50,31,actor_05,walking,RightFoot,-0.497,1.294,0.109,6.58,35.18,62.76,0.348,0.482,0.341,0.901
50,32,actor_05,walking,Head,-0.363,1.689,-0.175,88.99,63.11,54.3,0.137,0.253,0.119,0.901
50,32,actor_05,walking,Spine,-0.293,1.22,0.137,70.01,45.95,85.78,0.248,0.235,0.378,0.901
50,32,actor_05,walking,LeftHand,0.016,1.389,0.191,63.39,40.43,49.56,0.302,0.148,0.406,0.901
50,32,actor_05,walking,RightHand,-0.558,1.328,-0.326,63.4,20.14,21.38,0.16,0.393,0.12,0.901
50,32,actor_05,walking,LeftFoot,-0.447,1.336,-0.067,24.41,39.87,58.7,0.116,0.192,0.24,0.901
50,32,actor_05,walking,RightFoot,0.051,1.259,-0.339,60.77,64.3,73.86,0.265,0.328,0.313,0.901
50,33,actor_05,walking,Head,0.345,1.878,-0.08,86.16,86.65,8.44,0.21,0.31,0.407,0.901
50,33,actor_05,walking,Spine,0.122,1.384,-0.305,33.15,45.16,63.18,0.103,0.242,0.194,0.901
50,33,actor_05,walking,LeftHand,-0.133,1.424,-0.017,6.77,27.51,56.81,0.277,0.175,0.25,0.901
50,33,actor_05,walking,RightHand,0.516,1.619,-0.254,23.74,7.5,41.88,0.205,0.31,0.114,0.901
50,33,actor_05,walking,LeftFoot,-0.025,1.649,0.302,13.34,19.35,15.05,0.357,0.355,0.487,0.901
50,33,actor_05,walking,RightFoot,0.02,1.479,0.011,82.25,83.11,39.8,0.111,0.445,0.128,0.901
50,34,actor_05,walking,Head,0.05,1.29,-0.895,41.27,81.5,39.29,0.169,0.162,0.301,0.901
50,34,actor_05,walking,Spine,0.388,1.449,0.738,69.87,32.27,32.49,0.463,0.248,0.459,0.901
50,34,actor_05,walking,LeftHand,0.202,1.626,-0.139,59.75,0.18,51.44,0.334,0.475,0.122,0.901
50,34,actor_05,walking,RightHand,0.234,1.628,0.671,47.66,28.15,31.79,0.411,0.232,0.194,0.901
50,34,actor_05,walking,LeftFoot,0.361,1.217,-0.314,84.91,18.3,78.62,0.32,0.444,0.173,0.901
50,34,actor_05,walking,RightFoot,-0.115,1.346,-0.618,15.22,38.56,88.0,0.439,0.259,0.395,0.901
50,35,actor_05,walking,Head,-0.36,1.623,-0.408,34.81,18.38,0.88,0.201,0.491,0.277,0.901
50,35,actor_05,walking,Spine,-0.798,1.24,-0.789,33.21,9.24,1.67,0.445,0.484,0.198,0.901
50,35,actor_05,walking,LeftHand,0.753,1.342,-0.085,25.26,27.24,27.9,0.167,0.139,0.459,0.901
50,35,actor_05,walking,RightHand,1.274,1.719,-0.281,7.85,63.11,80.74,0.38,0.218,0.499,0.901
50,35,actor_05,walking,LeftFoot,0.043,1.616,0.536,13.87,62.0,30.76,0.173,0.304,0.122,0.901
50,35,actor_05,walking,RightFoot,0.046,1.642,-0.117,20.69,61.94,10.33,0.167,0.134,0.261,0.901
50,36,actor_05,walking,Head,-0.818,1.516,0.3,41.42,25.99,54.62,0.105,0.344,0.359,0.901
50,36,actor_05,walking,Spine,-0.655,1.389,-0.583,83.41,32.59,25.91,0.413,0.34,0.285,0.901
50,36,actor_05,walking,LeftHand,0.214,1.556,-0.514,57.42,56.09,45.42,0.236,0.223,0.425,0.901
50,36,actor_05,walking,RightHand,0.077,1.627,0.243,57.23,6.19,21.45,0.105,0.165,0.177,0.901
50,36,actor_05,walking,LeftFoot,0.512,1.593,0.322,3.17,50.23,72.04,0.299,0.136,0.218,0.901
50,36,actor_05,walking,RightFoot,-0.179,1.512,1.211,68.89,45.83,18.78,0.494,0.296,0.19,0.901
50,37,actor_05,walking,Head,0.042,1.379,-0.566,40.35,83.42,75.99,0.106,0.48,0.13,0.901
50,37,actor_05,walking,Spine,0.655,1.475,-0.813,22.24,79.66,53.95,0.17,0.218,0.353,0.901
50,37,actor_05,walking,LeftHand,-0.231,1.465,-0.314,68.01,55.37,36.24,0.381,0.124,0.39,0.901
50,37,actor_05,walking,RightHand,-0.502,1.762,0.126,2.23,85.6,73.38,0.239,0.259,0.192,0.901
50,37,actor_05,walking,LeftFoot,0.247,1.232,0.714,50.7,86.86,51.59,0.297,0.235,0.376,0.901
50,37,actor_05,walking,RightFoot,-0.116,1.427,0.52,50.74,24.04,24.35,0.212,0.39,0.456,0.901
50,38,actor_05,walking,Head,-1.402,1.505,-0.39,24.18,87.02,67.06,0.211,0.416,0.408,0.901
50,38,actor_05,walking,Spine,-0.029,1.264,-0.225,26.06,61.76,59.79,0.309,0.475,0.402,0.901
50,38,actor_05,walking,LeftHand,0.335,1.79,0.628,15.58,23.34,38.09,0.272,0.139,0.13,0.901
50,38,actor_05,walking,RightHand,-0.274,1.992,0.342,82.1,9.82,17.1,0.216,0.391,0.469,0.901
50,38,actor_05,walking,LeftFoot,0.072,1.258,1.629,7.46,87.48,70.1,0.108,0.17,0.257,0.901
50,38,actor_05,walking,RightFoot,-0.127,1.569,0.025,81.08,45.53,18.38,0.123,0.416,0.236,0.901
50,39,actor_05,walking,Head,1.063,1.644,0.843,85.06,58.28,26.07,0.343,0.12,0.202,0.901
50,39,actor_05,walking,Spine,-0.504,1.471,-0.077,36.04,42.4,11.37,0.494,0.204,0.215,0.901
50,39,actor_05,walking,LeftHand,0.334,1.166,0.12,23.57,3.14,78.5,0.464,0.373,0.269,0.901
50,39,actor_05,walking,RightHand,0.286,1.522,0.279,47.06,1.07,80.11,0.446,0.497,0.475,0.901
50,39,actor_05,walking,LeftFoot,-0.774,1.668,0.457,63.68,15.33,84.81,0.243,0.161,0.345,0.901
50,39,actor_05,walking,RightFoot,0.081,1.283,0.048,39.87,72.71,80.7,0.392,0.359,0.32,0.901
50,40,actor_05,walking,Head,-0.944,1.679,-0.804,49.3,13.25,26.18,0.447,0.105,0.377,0.901
50,40,actor_05,walking,Spine,0.377,1.652,0.033,45.59,27.35,21.33,0.2,0.336,0.476,0.901
50,40,actor_05,walking,LeftHand,-0.61,1.588,0.984,77.86,13.62,42.56,0.198,0.169,0.179,0.901
50,40,actor_05,walking,RightHand,-0.148,1.544,-0.453,17.15,2.87,38.82,0.204,0.49,0.492,0.901
50,40,actor_05,walking,LeftFoot,-0.493,1.352,0.273,82.79,10.71,55.63,0.273,0.325,0.171,0.901
50,40,actor_05,walking,RightFoot,-0.694,1.417,0.582,64.66,0.84,49.37,0.165,0.366,0.49,0.901
50,41,actor_05,walking,Head,0.276,1.53,-0.51,49.91,12.5,7.4,0.413,0.278,0.354,0.901
50,41,actor_05,walking,Spine,0.975,1.493,-0.383,21.25,14.9,70.7,0.209,0.389,0.399,0.901
50,41,actor_05,walking,LeftHand,0.619,1.569,-0.699,49.58,16.5,76.26,0.256,0.208,0.241,0.901
50,41,actor_05,walking,RightHand,-0.21,1.648,0.345,10.3,4.73,56.13,0.346,0.185,0.272,0.901
50,41,actor_05,walking,LeftFoot,0.308,1.932,0.953,36.92,23.47,65.78,0.264,0.152,0.482,0.901
50,41,actor_05,walking,RightFoot,-0.751,1.53,-0.105,50.52,55.16,73.33,0.362,0.449,0.145,0.901
50,42,actor_05,walking,Head,0.269,1.578,-0.419,69.18,10.7,89.45,0.117,0.318,0.122,0.901
50,42,actor_05,walking,Spine,0.405,1.51,0.121,83.59,23.68,32.13,0.401,0.45,0.213,0.901
50,42,actor_05,walking,LeftHand,0.261,1.647,0.097,37.97,80.03,21.65,0.448,0.11,0.184,0.901
50,42,actor_05,walking,RightHand,0.453,1.505,-0.035,87.93,48.91,79.7,0.282,0.346,0.181,0.901
50,42,actor_05,walking,LeftFoot,0.003,1.579,0.071,68.21,71.24,7.8,0.218,0.498,0.277,0.901
50,42,actor_05,walking,RightFoot,0.369,1.306,-0.434,66.64,19.92,13.25,0.133,0.206,0.368,0.901
50,43,actor_05,walking,Head,-0.767,1.261,0.549,77.44,52.54,37.45,0.284,0.251,0.451,0.901
50,43,actor_05,walking,Spine,-0.149,1.379,0.509,48.02,35.45,18.2,0.164,0.113,0.173,0.901
50,43,actor_05,walking,LeftHand,0.109,1.474,-0.375,69.92,84.57,22.29,0.282,0.239,0.147,0.901
50,43,actor_05,walking,RightHand,-0.688,1.41,-0.223,22.15,28.31,68.02,0.292,0.326,0.338,0.901
50,43,actor_05,walking,LeftFoot,-1.274,1.648,-0.225,4.27,50.3,39.75,0.453,0.345,0.188,0.901
50,43,actor_05,walking,RightFoot,-0.493,1.504,-0.207,78.41,51.81,37.34,0.41,0.478,0.203,0.901
50,44,actor_05,walking,Head,0.112,1.723,-0.254,65.16,10.32,86.3,0.281,0.273,0.166,0.901
50,44,actor_05,walking,Spine,0.087,1.624,0.605,23.15,73.52,19.83,0.375,0.304,0.314,0.901
50,44,actor_05,walking,LeftHand,-0.232,1.437,-0.214,62.07,22.19,84.7,0.125,0.176,0.452,0.901
50,44,actor_05,walking,RightHand,0.808,1.507,0.647,44.75,54.34,47.85,0.485,0.276,0.406,0.901
50,44,actor_05,walking,LeftFoot,-0.259,1.287,0.17,21.88,57.07,9.46,0.391,0.122,0.414,0.901
50,44,actor_05,walking,RightFoot,0.566,1.481,-0.07,43.85,59.89,53.81,0.377,0.27,0.401,0.901
50,45,actor_05,walking,Head,0.184,1.383,0.893,55.6,19.8,37.16,0.144,0.291,0.32,0.901
50,45,actor_05,walking,Spine,-0.017,1.471,-0.156,61.06,29.32,73.32,0.33,0.45,0.356,0.901
50,45,actor_05,walking,LeftHand,0.531,1.16,0.228,8.26,49.6,51.67,0.28,0.295,0.43,0.901
50,45,actor_05,walking,RightHand,-0.141,1.512,-0.299,45.59,7.55,49.93,0.102,0.471,0.21,0.901
50,45,actor_05,walking,LeftFoot,-0.364,1.355,-0.002,22.12,27.38,22.19,0.3,0.489,0.15,0.901
50,45,actor_05,walking,RightFoot,0.149,1.418,-0.716,12.35,18.08,66.8,0.47,0.34,0.22,0.901
50,46,actor_05,walking,Head,-0.053,1.519,-0.641,18.5,54.06,48.71,0.456,0.197,0.129,0.901
50,46,actor_05,walking,Spine,-0.45,1.527,-0.143,19.72,38.15,89.72,0.434,0.326,0.349,0.901
50,46,actor_05,walking,LeftHand,0.285,1.183,0.494,46.96,17.95,18.97,0.336,0.411,0.222,0.901
50,46,actor_05,walking,RightHand,-0.226,1.435,1.002,48.28,66.11,15.41,0.386,0.467,0.405,0.901
50,46,actor_05,walking,LeftFoot,0.148,1.171,-0.256,84.92,35.03,64.76,0.477,0.334,0.386,0.901
50,46,actor_05,walking,RightFoot,0.521,1.525,-0.207,48.6,51.66,18.88,0.257,0.229,0.435,0.901
50,47,actor_05,walking,Head,0.147,1.104,0.372,78.65,82.15,57.42,0.423,0.366,0.334,0.901
50,47,actor_05,walking,Spine,-1.01,1.292,0.896,27.49,8.85,79.23,0.253,0.317,0.294,0.901
50,47,actor_05,walking,LeftHand,-0.074,1.653,0.521,43.59,8.8,50.43,0.133,0.153,0.316,0.901
50,47,actor_05,walking,RightHand,-0.222,1.215,0.65,44.13,74.84,46.47,0.202,0.41,0.49,0.901
50,47,actor_05,walking,LeftFoot,-0.663,1.392,-0.343,32.58,44.22,40.86,0.416,0.467,0.363,0.901
50,47,actor_05,walking,RightFoot,0.649,1.748,-0.346,48.11,41.09,69.01,0.343,0.175,0.158,0.901
50,48,actor_05,walking,Head,-0.072,1.524,0.273,26.73,41.36,56.17,0.349,0.214,0.388,0.901
50,48,actor_05,walking,Spine,0.273,1.239,0.179,73.66,59.73,62.98,0.254,0.118,0.165,0.901
50,48,actor_05,walking,LeftHand,0.264,1.676,0.685,9.18,1.0,36.68,0.498,0.495,0.446,0.901
50,48,actor_05,walking,RightHand,0.181,1.524,0.557,53.46,10.6,69.76,0.465,0.15,0.21,0.901
50,48,actor_05,walking,LeftFoot,0.748,1.469,1.278,2.1,29.73,10.46,0.394,0.248,0.359,0.901
50,48,actor_05,walking,RightFoot,0.262,1.477,0.029,54.44,29.69,74.07,0.18,0.264,0.441,0.901
50,49,actor_05,walking,Head,-0.313,1.748,0.501,37.14,48.18,2.68,0.433,0.499,0.152,0.901
50,49,actor_05,walking,Spine,-0.033,1.538,0.524,84.13,89.62,22.15,0.113,0.411,0.231,0.901
50,49,actor_05,walking,LeftHand,-0.079,1.606,-0.496,17.64,43.63,86.66,0.205,0.282,0.434,0.901
50,49,actor_05,walking,RightHand,1.193,1.617,-0.279,70.89,73.64,40.98,0.364,0.313,0.438,0.901
50,49,actor_05,walking,LeftFoot,-0.179,1.584,1.163,21.49,87.72,51.7,0.422,0.207,0.376,0.901
50,49,actor_05,walking,RightFoot,0.315,1.559,0.036,49.08,74.61,75.43,0.288,0.375,0.448,0.901
50,50,actor_05,walking,Head,-0.026,1.43,0.294,9.09,77.88,37.3,0.207,0.316,0.342,0.901
50,50,actor_05,walking,Spine,-0.364,1.667,-0.321,29.27,36.82,48.34,0.164,0.306,0.327,0.901
50,50,actor_05,walking,LeftHand,-0.059,1.473,-0.297,68.6,2.99,79.56,0.388,0.182,0.384,0.901
50,50,actor_05,walking,RightHand,0.319,1.05,0.22,83.61,82.19,39.92,0.13,0.152,0.394,0.901
50,50,actor_05,walking,LeftFoot,-0.729,1.584,0.398,12.07,17.07,20.04,0.21,0.448,0.191,0.901
50,50,actor_05,walking,RightFoot,0.731,1.536,-0.431,75.76,69.85,24.66,0.456,0.221,0.409,0.901
51,1,actor_10,dancing,Head,-0.684,1.273,0.185,4.08,62.77,39.5,0.197,0.101,0.403,0.731
51,1,actor_10,dancing,Spine,0.25,1.761,0.207,35.36,28.87,66.27,0.397,0.481,0.409,0.731
51,1,actor_10,dancing,LeftHand,-0.792,1.495,-0.188,63.96,82.51,27.31,0.238,0.117,0.19,0.731
51,1,actor_10,dancing,RightHand,-0.469,1.287,0.276,24.13,58.84,4.42,0.461,0.149,0.418,0.731
51,1,actor_10,dancing,LeftFoot,0.461,1.761,0.814,20.89,57.63,7.29,0.351,0.192,0.28,0.731
51,1,actor_10,dancing,RightFoot,0.312,1.352,0.221,2.96,27.91,8.84,0.321,0.322,0.207,0.731
51,2,actor_10,dancing,Head,0.104,1.489,0.345,73.28,70.76,52.71,0.407,0.376,0.34,0.731
51,2,actor_10,dancing,Spine,-0.537,1.307,0.318,66.42,89.11,85.15,0.212,0.127,0.133,0.731
51,2,actor_10,dancing,LeftHand,-0.671,1.502,-0.248,30.58,82.11,50.14,0.343,0.274,0.499,0.731
51,2,actor_10,dancing,RightHand,0.302,1.212,0.573,9.03,69.67,29.12,0.416,0.244,0.302,0.731
51,2,actor_10,dancing,LeftFoot,-0.52,1.247,-0.151,60.27,73.84,36.04,0.461,0.493,0.193,0.731
51,2,actor_10,dancing,RightFoot,-0.685,1.839,0.295,87.41,71.86,46.26,0.321,0.245,0.353,0.731
51,3,actor_10,dancing,Head,0.339,1.72,0.367,19.23,79.05,82.4,0.194,0.344,0.424,0.731
51,3,actor_10,dancing,Spine,-0.281,1.31,0.309,33.59,18.15,73.74,0.32,0.453,0.494,0.731
51,3,actor_10,dancing,LeftHand,0.832,1.564,0.749,48.63,34.5,5.68,0.15,0.36,0.205,0.731
51,3,actor_10,dancing,RightHand,0.29,1.475,-0.406,56.01,66.28,85.78,0.451,0.231,0.109,0.731
51,3,actor_10,dancing,LeftFoot,0.629,1.368,0.165,72.33,46.43,17.98,0.275,0.359,0.148,0.731
51,3,actor_10,dancing,RightFoot,-0.102,1.499,0.096,55.9,41.83,82.28,0.189,0.137,0.277,0.731
51,4,actor_10,dancing,Head,0.606,1.365,0.813,75.41,56.21,16.43,0.395,0.134,0.327,0.731
51,4,actor_10,dancing,Spine,-0.34,1.539,0.236,8.97,50.53,57.72,0.136,0.34,0.264,0.731
51,4,actor_10,dancing,LeftHand,0.996,1.274,1.093,38.29,15.08,16.54,0.417,0.348,0.193,0.731
51,4,actor_10,dancing,RightHand,-0.411,1.401,0.332,2.09,68.66,22.33,0.156,0.214,0.136,0.731
51,4,actor_10,dancing,LeftFoot,0.447,1.482,1.399,16.81,9.67,27.49,0.302,0.333,0.292,0.731
51,4,actor_10,dancing,RightFoot,1.119,1.535,0.077,48.94,20.86,10.23,0.224,0.309,0.253,0.731
51,5,actor_10,dancing,Head,0.228,1.676,-1.183,85.35,61.76,86.18,0.214,0.349,0.254,0.731
51,5,actor_10,dancing,Spine,-0.212,1.817,-0.208,79.3,79.65,36.63,0.434,0.46,0.312,0.731
51,5,actor_10,dancing,LeftHand,0.079,1.3,-0.588,11.46,79.25,63.52,0.415,0.318,0.437,0.731
51,5,actor_10,dancing,RightHand,-0.382,1.322,0.207,20.33,4.17,12.59,0.459,0.139,0.213,0.731
51,5,actor_10,dancing,LeftFoot,0.83,1.618,-1.014,58.58,46.06,37.51,0.147,0.278,0.426,0.731
51,5,actor_10,dancing,RightFoot,-0.684,1.842,0.741,78.62,47.79,68.66,0.451,0.19,0.194,0.731
51,6,actor_10,dancing,Head,-0.44,1.271,-0.113,83.88,86.75,73.81,0.229,0.267,0.16,0.731
51,6,actor_10,dancing,Spine,-0.645,1.709,0.303,86.65,77.82,74.13,0.269,0.21,0.19,0.731
51,6,actor_10,dancing,LeftHand,-0.156,1.599,-0.372,34.24,70.13,75.98,0.401,0.238,0.333,0.731
51,6,actor_10,dancing,RightHand,0.415,1.808,1.214,15.84,61.81,66.78,0.235,0.367,0.282,0.731
51,6,actor_10,dancing,LeftFoot,0.921,1.743,1.009,89.17,45.27,61.75,0.303,0.237,0.24,0.731
51,6,actor_10,dancing,RightFoot,-0.373,1.287,0.63,51.67,12.47,8.51,0.353,0.424,0.297,0.731
51,7,actor_10,dancing,Head,-0.057,1.447,0.15,81.73,58.03,6.82,0.217,0.409,0.351,0.731
51,7,actor_10,dancing,Spine,0.329,1.797,0.343,21.11,66.67,4.29,0.346,0.388,0.4,0.731
51,7,actor_10,dancing,LeftHand,-0.011,1.552,0.034,0.45,57.23,77.99,0.173,0.47,0.1,0.731
51,7,actor_10,dancing,RightHand,0.604,1.682,0.526,62.2,32.97,72.41,0.459,0.332,0.396,0.731
51,7,actor_10,dancing,LeftFoot,-0.473,1.516,0.094,51.54,88.23,62.52,0.134,0.317,0.274,0.731
51,7,actor_10,dancing,RightFoot,0.682,1.195,0.145,39.6,10.56,56.45,0.153,0.101,0.357,0.731
51,8,actor_10,dancing,Head,-0.841,1.325,-0.41,32.12,87.57,33.08,0.409,0.265,0.344,0.731
51,8,actor_10,dancing,Spine,-0.21,1.889,-0.7,54.86,77.93,14.62,0.12,0.216,0.446,0.731
51,8,actor_10,dancing,LeftHand,-0.241,1.376,0.164,59.29,79.63,71.18,0.2,0.302,0.369,0.731
51,8,actor_10,dancing,RightHand,-0.39,1.084,0.399,23.85,54.43,44.92,0.214,0.172,0.258,0.731
51,8,actor_10,dancing,LeftFoot,0.779,1.554,-0.485,70.83,89.24,77.79,0.118,0.457,0.5,0.731
51,8,actor_10,dancing,RightFoot,-0.266,1.683,0.536,66.11,52.03,28.47,0.168,0.457,0.482,0.731
51,9,actor_10,dancing,Head,0.625,1.664,0.616,30.34,62.78,19.97,0.337,0.421,0.476,0.731
51,9,actor_10,dancing,Spine,-0.185,1.259,0.176,86.7,50.19,29.5,0.289,0.322,0.357,0.731
51,9,actor_10,dancing,LeftHand,-0.163,1.47,-0.464,18.77,59.0,47.21,0.393,0.35,0.385,0.731
51,9,actor_10,dancing,RightHand,0.334,1.555,0.657,89.61,89.32,7.98,0.104,0.204,0.1,0.731
51,9,actor_10,dancing,LeftFoot,0.598,1.603,-0.541,39.38,13.42,30.45,0.201,0.161,0.378,0.731
51,9,actor_10,dancing,RightFoot,-0.434,1.458,0.138,82.44,68.83,72.49,0.211,0.433,0.459,0.731
51,10,actor_10,dancing,Head,0.682,1.432,-0.402,70.92,14.11,36.78,0.418,0.111,0.454,0.731
51,10,actor_10,dancing,Spine,0.212,1.644,0.018,47.24,8.68,53.81,0.18,0.166,0.36,0.731
51,10,actor_10,dancing,LeftHand,-0.805,1.318,1.116,29.37,43.43,22.86,0.165,0.254,0.29,0.731
51,10,actor_10,dancing,RightHand,0.047,1.525,0.116,48.02,82.35,8.29,0.267,0.241,0.18,0.731
51,10,actor_10,dancing,LeftFoot,0.21,1.29,0.545,18.91,7.89,48.61,0.293,0.183,0.129,0.731
51,10,actor_10,dancing,RightFoot,0.101,1.582,-0.055,53.79,82.72,7.55,0.338,0.139,0.327,0.731
51,11,actor_10,dancing,Head,0.219,1.486,0.802,32.14,62.05,2.07,0.135,0.252,0.221,0.731
51,11,actor_10,dancing,Spine,-0.788,1.701,0.78,20.45,8.96,52.42,0.137,0.185,0.142,0.731
51,11,actor_10,dancing,LeftHand,0.086,1.63,-0.174,11.54,35.01,16.14,0.401,0.482,0.279,0.731
51,11,actor_10,dancing,RightHand,-0.342,1.324,0.357,32.97,50.21,34.7,0.475,0.432,0.45,0.731
51,11,actor_10,dancing,LeftFoot,0.228,1.752,-0.121,28.13,22.81,54.33,0.35,0.452,0.255,0.731
51,11,actor_10,dancing,RightFoot,-0.072,1.333,0.591,8.06,7.93,34.14,0.402,0.111,0.159,0.731
51,12,actor_10,dancing,Head,0.086,1.167,-0.226,8.0,72.67,80.1,0.281,0.258,0.218,0.731
51,12,actor_10,dancing,Spine,0.189,1.481,0.287,26.2,9.97,73.33,0.35,0.217,0.458,0.731
51,12,actor_10,dancing,LeftHand,-1.145,1.391,-0.305,61.93,68.31,77.23,0.422,0.175,0.494,0.731
51,12,actor_10,dancing,RightHand,0.217,1.757,0.489,80.25,68.38,59.62,0.32,0.119,0.377,0.731
51,12,actor_10,dancing,LeftFoot,0.151,1.426,0.192,83.8,79.53,47.57,0.125,0.238,0.163,0.731
51,12,actor_10,dancing,RightFoot,0.355,1.632,0.542,56.05,50.65,28.16,0.306,0.224,0.131,0.731
51,13,actor_10,dancing,Head,0.02,1.485,-0.25,81.99,63.1,78.03,0.159,0.239,0.143,0.731
51,13,actor_10,dancing,Spine,0.049,1.521,0.725,60.86,25.06,86.02,0.338,0.33,0.157,0.731
51,13,actor_10,dancing,LeftHand,-0.199,1.289,0.509,33.61,22.26,21.92,0.445,0.363,0.413,0.731
51,13,actor_10,dancing,RightHand,0.807,1.591,-0.402,38.17,38.43,54.84,0.344,0.433,0.324,0.731
51,13,actor_10,dancing,LeftFoot,0.052,1.568,0.643,49.61,85.69,75.61,0.317,0.299,0.409,0.731
51,13,actor_10,dancing,RightFoot,0.2,1.563,0.624,77.34,42.16,49.65,0.404,0.374,0.212,0.731
51,14,actor_10,dancing,Head,-0.437,1.242,0.246,78.04,11.36,38.24,0.398,0.34,0.402,0.731
51,14,actor_10,dancing,Spine,-0.525,1.618,-0.41,8.87,26.39,45.11,0.255,0.471,0.374,0.731
51,14,actor_10,dancing,LeftHand,-0.341,1.573,0.836,14.37,81.65,31.19,0.17,0.351,0.288,0.731
51,14,actor_10,dancing,RightHand,-0.186,1.063,0.491,45.37,21.19,28.26,0.264,0.391,0.126,0.731
51,14,actor_10,dancing,LeftFoot,-0.69,1.579,-0.164,3.4,49.01,45.74,0.104,0.127,0.109,0.731
51,14,actor_10,dancing,RightFoot,-0.44,1.397,1.281,11.79,29.39,12.49,0.157,0.28,0.176,0.731
51,15,actor_10,dancing,Head,-0.704,1.371,-1.13,74.24,86.73,24.41,0.211,0.497,0.428,0.731
51,15,actor_10,dancing,Spine,0.283,1.666,0.222,0.77,65.32,5.81,0.168,0.446,0.464,0.731
51,15,actor_10,dancing,LeftHand,0.116,1.347,-1.213,43.43,22.95,47.67,0.246,0.255,0.165,0.731
51,15,actor_10,dancing,RightHand,0.511,1.446,-0.171,23.72,38.12,40.57,0.4,0.234,0.116,0.731
51,15,actor_10,dancing,LeftFoot,0.263,1.629,0.125,55.4,63.84,80.78,0.241,0.406,0.285,0.731
51,15,actor_10,dancing,RightFoot,-0.618,1.432,0.155,18.84,6.67,79.74,0.314,0.315,0.482,0.731
51,16,actor_10,dancing,Head,0.641,1.538,-0.481,29.01,49.79,23.52,0.492,0.367,0.37,0.731
51,16,actor_10,dancing,Spine,-0.776,1.454,1.418,89.56,3.41,13.33,0.134,0.147,0.154,0.731
51,16,actor_10,dancing,LeftHand,-0.569,1.571,-0.063,66.08,78.68,39.09,0.369,0.204,0.431,0.731
51,16,actor_10,dancing,RightHand,-0.109,1.743,-0.06,39.05,42.89,60.52,0.443,0.223,0.453,0.731
51,16,actor_10,dancing,LeftFoot,-0.069,1.515,0.418,56.23,10.85,41.42,0.367,0.295,0.231,0.731
51,16,actor_10,dancing,RightFoot,0.083,1.063,-0.225,32.68,60.89,34.08,0.273,0.219,0.3,0.731
51,17,actor_10,dancing,Head,-0.312,1.763,0.278,87.46,46.8,56.54,0.248,0.111,0.134,0.731
51,17,actor_10,dancing,Spine,-0.04,1.365,0.099,75.21,83.95,86.55,0.344,0.144,0.135,0.731
51,17,actor_10,dancing,LeftHand,0.023,1.469,0.15,69.02,60.88,75.61,0.478,0.437,0.29,0.731
51,17,actor_10,dancing,RightHand,0.107,1.616,0.436,12.53,51.5,17.03,0.169,0.286,0.273,0.731
51,17,actor_10,dancing,LeftFoot,0.145,1.685,-0.219,48.02,37.89,18.38,0.147,0.19,0.34,0.731
51,17,actor_10,dancing,RightFoot,-0.119,1.772,-0.191,29.43,15.84,47.64,0.36,0.476,0.281,0.731
51,18,actor_10,dancing,Head,0.326,0.866,0.287,70.13,72.11,6.15,0.496,0.466,0.273,0.731
51,18,actor_10,dancing,Spine,0.902,1.481,0.458,61.2,28.73,55.09,0.184,0.466,0.492,0.731
51,18,actor_10,dancing,LeftHand,-0.028,1.767,-0.318,44.86,74.45,41.94,0.345,0.403,0.434,0.731
51,18,actor_10,dancing,RightHand,0.916,1.687,0.808,86.53,36.38,67.07,0.408,0.297,0.339,0.731
51,18,actor_10,dancing,LeftFoot,0.564,1.664,0.417,79.23,38.24,12.49,0.303,0.207,0.217,0.731
